customer_id,is_user,age,contract_type,device_os,uses_selfservice,monthly_spend,support_calls,data_volume_gb
CUST00286,1,32,Postpaid,Android,1,56.93,0,1.73
CUST00287,1,38,Prepaid,Android,0,5.0,0,7.23
CUST00288,1,36,Young,Android,1,10.24,1,13.27
CUST00289,1,29,Postpaid,Android,1,47.91,0,5.07
CUST00290,1,32,Young,iOS,1,47.91,1,0.98
CUST00291,1,30,Prepaid,Android,0,30.44,1,14.58
CUST00292,1,29,Prepaid,Android,1,42.22,1,0.59
CUST00293,1,40,Prepaid,Android,1,5.0,1,5.11
CUST00294,1,36,Postpaid,iOS,1,50.6,1,2.42
CUST00295,1,28,Postpaid,iOS,1,43.75,2,22.03
CUST00296,1,41,Prepaid,iOS,1,39.32,1,10.7
CUST00297,1,36,Prepaid,iOS,1,40.31,0,6.69
CUST00298,1,40,Prepaid,Android,1,47.4,0,8.82
CUST00299,1,39,Postpaid,Android,1,39.57,2,6.09
CUST00300,1,27,Family,iOS,0,11.89,0,1.28
CUST00301,1,29,Prepaid,iOS,1,72.94,0,9.88
CUST00302,1,39,Postpaid,Android,1,58.01,1,5.43
CUST00303,1,38,Postpaid,Android,0,20.73,1,8.05
CUST00304,1,33,Prepaid,Unknown,1,34.82,0,0.37
CUST00305,1,34,Prepaid,iOS,1,36.46,0,1.23
CUST00306,1,44,Postpaid,Android,0,56.18,1,7.12
CUST00307,1,29,Young,iOS,1,7.61,1,4.92
CUST00308,1,38,Postpaid,Android,1,32.51,1,2.06
CUST00309,1,32,Postpaid,Android,0,13.59,2,2.2
CUST00310,1,32,Young,Android,0,35.72,0,7.99
CUST00311,1,42,Young,Android,1,32.91,1,0.49
CUST00312,1,40,Prepaid,Android,1,41.2,1,4.56
CUST00313,1,40,Young,iOS,1,30.93,1,5.92
CUST00314,1,44,Postpaid,Android,1,28.73,0,2.95
CUST00315,1,34,Young,Android,1,49.29,1,13.74
CUST00316,1,39,Postpaid,Android,1,46.82,0,0.47
CUST00317,1,31,Postpaid,Android,0,48.27,0,16.07
CUST00318,1,36,Postpaid,iOS,0,37.35,1,10.28
CUST00319,1,32,Postpaid,iOS,1,31.42,2,4.73
CUST00320,1,34,Postpaid,Unknown,1,38.22,1,20.67
CUST00321,1,38,Postpaid,Unknown,1,47.52,1,9.69
CUST00322,1,27,Postpaid,Android,1,7.35,2,21.39
CUST00323,1,50,Postpaid,Android,1,45.91,0,5.12
CUST00324,1,25,Prepaid,iOS,0,44.64,0,4.83
CUST00325,1,24,Postpaid,Unknown,1,40.93,1,6.05
CUST00326,1,43,Postpaid,iOS,0,37.76,0,0.54
CUST00327,1,40,Prepaid,iOS,1,5.0,2,19.13
CUST00328,1,38,Young,iOS,1,33.4,0,8.81
CUST00329,1,39,Prepaid,Android,1,66.84,2,7.69
CUST00330,1,33,Postpaid,Android,1,40.19,0,20.88
CUST00331,1,26,Prepaid,iOS,0,35.39,2,40.46
CUST00332,1,34,Postpaid,iOS,0,40.25,1,1.43
CUST00333,1,28,Postpaid,Android,1,45.32,1,11.06
CUST00334,1,41,Postpaid,Android,1,49.88,1,6.94
CUST00335,1,32,Young,Android,1,36.57,1,4.94
CUST00336,1,27,Postpaid,Android,0,46.37,3,30.39
CUST00337,1,31,Postpaid,iOS,0,65.15,0,15.19
CUST00338,1,37,Postpaid,Android,1,55.09,3,9.55
CUST00339,1,29,Young,Android,1,75.1,0,3.86
CUST00340,1,27,Prepaid,Android,1,30.15,0,8.77
CUST00341,1,35,Postpaid,iOS,1,65.14,3,6.07
CUST00342,1,35,Prepaid,Android,1,28.14,0,2.29
CUST00343,1,29,Prepaid,Android,1,45.3,1,4.79
CUST00344,1,30,Prepaid,Android,0,50.99,1,1.91
CUST00345,1,35,Postpaid,Android,1,32.34,1,5.55
CUST00346,1,22,Young,Android,1,41.32,1,10.19
CUST00347,1,22,Postpaid,Android,0,53.66,2,0.3
CUST00348,1,28,Prepaid,iOS,1,29.35,0,11.6
CUST00349,1,32,Postpaid,Android,1,65.04,1,0.16
CUST00350,1,36,Postpaid,Android,1,19.23,0,5.83
CUST00351,1,45,Postpaid,iOS,1,69.1,2,6.82
CUST00352,1,40,Prepaid,Android,1,55.02,0,11.46
CUST00353,1,32,Postpaid,iOS,1,38.65,1,11.45
CUST00354,1,33,Prepaid,Android,0,33.96,0,4.32
CUST00355,1,25,Postpaid,Android,1,32.39,0,0.55
CUST00356,1,33,Prepaid,iOS,0,37.96,0,9.46
CUST00357,1,31,Young,iOS,1,39.27,2,5.72
CUST00358,1,36,Prepaid,Android,0,58.83,1,3.24
CUST00359,1,27,Prepaid,Android,1,69.53,0,2.14
CUST00360,1,38,Prepaid,Android,1,42.99,1,1.02
CUST00361,1,46,Postpaid,iOS,1,27.32,1,2.8
CUST00362,1,33,Young,iOS,1,31.81,1,4.91
CUST00363,1,37,Postpaid,Android,1,37.25,0,5.19
CUST00364,1,39,Prepaid,Android,0,24.55,0,6.99
CUST00365,1,30,Prepaid,Android,1,22.32,0,3.6
CUST00366,1,35,Postpaid,Android,1,71.46,0,20.2
CUST00367,1,34,Postpaid,Android,1,44.54,0,5.48
CUST00368,1,34,Postpaid,Android,0,27.5,5,4.41
CUST00369,1,27,Young,iOS,1,52.25,2,0.39
CUST00370,1,34,Family,iOS,0,22.32,0,7.31
CUST00371,1,37,Prepaid,Unknown,0,23.56,1,7.39
CUST00372,1,45,Prepaid,Android,1,27.95,0,7.0
CUST00373,1,41,Family,Android,1,64.82,0,17.49
CUST00374,1,51,Postpaid,iOS,0,36.21,0,11.51
CUST00375,1,27,Postpaid,Android,1,5.0,0,16.16
CUST00376,1,40,Prepaid,iOS,1,58.15,1,0.49
CUST00377,1,35,Young,Android,0,35.4,0,3.06
CUST00378,1,51,Young,Android,0,12.26,0,3.07
CUST00379,1,27,Postpaid,Android,0,35.25,2,8.56
CUST00380,1,27,Postpaid,Android,1,47.82,0,4.76
CUST00381,1,29,Postpaid,iOS,1,46.06,1,12.02
CUST00382,1,17,Postpaid,Android,1,66.98,0,3.88
CUST00383,1,29,Postpaid,Android,1,27.21,0,2.0
CUST00384,1,27,Prepaid,Android,1,40.7,1,2.75
CUST00385,1,35,Postpaid,iOS,1,29.51,1,1.61
CUST00386,1,36,Young,Android,1,16.87,0,1.76
CUST00387,1,49,Postpaid,Android,0,53.28,2,1.96
CUST00388,1,41,Prepaid,Android,0,46.95,2,0.13
CUST00389,1,29,Postpaid,Android,0,44.26,1,10.07
CUST00390,1,26,Postpaid,Android,1,46.4,0,4.08
CUST00391,1,37,Postpaid,iOS,1,29.72,0,0.18
CUST00392,1,23,Family,Android,0,24.91,2,3.7
CUST00393,1,48,Young,Android,1,40.56,0,18.86
CUST00394,1,43,Postpaid,iOS,1,57.42,1,5.73
CUST00395,1,30,Postpaid,Android,1,64.12,1,34.59
CUST00396,1,20,Family,Android,1,51.93,1,6.21
CUST00397,1,44,Postpaid,Android,1,40.44,1,26.33
CUST00398,1,33,Postpaid,Android,0,44.05,0,1.8
CUST00399,1,43,Prepaid,iOS,0,40.17,2,2.74
CUST00400,1,21,Family,iOS,1,24.61,1,9.63
CUST00401,1,29,Postpaid,iOS,1,40.37,1,34.63
CUST00402,1,34,Postpaid,iOS,0,19.98,3,13.96
CUST00403,1,34,Family,Android,1,38.14,2,6.45
CUST00404,1,30,Postpaid,Android,1,64.54,3,0.71
CUST00405,1,38,Postpaid,Android,0,52.34,1,3.63
CUST00406,1,25,Prepaid,Android,0,26.15,1,0.72
CUST00407,1,32,Young,Unknown,0,38.91,2,2.98
CUST00408,1,34,Postpaid,iOS,1,27.48,0,2.4
CUST00409,1,38,Family,Android,1,39.06,1,3.94
CUST00410,1,39,Prepaid,Android,0,55.62,1,14.53
CUST00411,1,25,Postpaid,Android,1,49.8,0,1.3
CUST00412,1,21,Family,Android,0,77.26,0,2.92
CUST00413,1,44,Postpaid,Android,1,57.89,1,2.42
CUST00414,1,36,Postpaid,Android,0,43.06,2,2.81
CUST00415,1,28,Prepaid,iOS,1,50.16,0,3.58
CUST00416,1,46,Postpaid,iOS,1,36.96,2,2.24
CUST00417,1,34,Postpaid,Android,1,23.09,1,22.86
CUST00418,1,43,Postpaid,Android,1,59.59,0,4.36
CUST00419,1,34,Postpaid,Android,1,55.13,1,0.97
CUST00420,1,50,Young,iOS,1,36.38,1,5.04
CUST00421,1,48,Prepaid,iOS,0,44.11,0,1.63
CUST00422,1,32,Family,iOS,1,58.61,1,1.95
CUST00423,1,41,Postpaid,Android,1,52.7,0,2.68
CUST00424,1,39,Postpaid,iOS,1,18.05,1,1.07
CUST00425,1,44,Postpaid,Android,0,43.65,0,10.22
CUST00426,1,26,Postpaid,Android,1,37.49,1,12.56
CUST00427,1,39,Postpaid,Android,1,56.7,2,4.01
CUST00428,1,42,Prepaid,Android,0,55.47,1,9.34
CUST00429,1,19,Family,iOS,1,59.78,1,3.94
CUST00430,1,24,Family,Android,1,23.23,0,1.43
CUST00431,1,17,Postpaid,Android,1,28.24,1,4.05
CUST00432,1,31,Young,Android,0,56.71,0,6.51
CUST00433,1,39,Postpaid,Android,1,31.13,1,0.33
CUST00434,1,46,Postpaid,Android,0,17.18,0,8.5
CUST00435,1,34,Young,Android,0,47.99,1,10.86
CUST00436,1,47,Prepaid,Android,1,31.79,0,15.73
CUST00437,1,22,Postpaid,Android,0,66.85,0,0.87
CUST00438,1,20,Postpaid,Unknown,1,44.44,0,0.0
CUST00439,1,33,Postpaid,Android,1,42.4,0,0.61
CUST00440,1,37,Prepaid,Android,1,34.46,2,20.63
CUST00441,1,33,Postpaid,Android,0,63.86,1,11.6
CUST00442,1,17,Family,iOS,1,45.38,0,14.44
CUST00443,1,33,Postpaid,iOS,1,33.87,0,5.82
CUST00444,1,23,Postpaid,Android,1,28.09,0,5.98
CUST00445,1,39,Postpaid,Android,1,38.9,1,2.84
CUST00446,1,36,Prepaid,iOS,1,25.34,1,14.8
CUST00447,1,26,Postpaid,iOS,1,55.43,2,14.16
CUST00448,1,29,Prepaid,iOS,1,12.87,0,3.98
CUST00449,1,25,Young,iOS,1,37.91,1,3.2
CUST00450,1,33,Family,iOS,1,49.15,0,10.73
